,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,allocation
266,100,20,1,1,64,0.95,0.5,0.1,0.995,0.0005,-658349,"   Woman  Man
0      2   17"
267,100,20,1,1,64,0.95,0.5,0.1,0.995,0.001,-656105,"   Woman  Man
0      2   17"
268,100,20,1,1,64,0.95,0.5,0.001,0.985,0.0005,-651257,"   Woman  Man
0      2   17"
269,100,20,1,1,64,0.95,0.5,0.001,0.985,0.001,-748259,"   Woman  Man
0      3   16"
270,100,20,1,1,64,0.95,0.5,0.001,0.995,0.0005,-680720,"   Woman  Man
0      3   16"
271,100,20,1,1,64,0.95,0.5,0.001,0.995,0.001,-673421,"   Woman  Man
0      3   16"
272,100,20,1,1,64,0.99,1,0.1,0.985,0.0005,-653297,"   Woman  Man
0      2   17"
273,100,20,1,1,64,0.99,1,0.1,0.985,0.001,-794635,"   Woman  Man
0      2   17"
274,100,20,1,1,64,0.99,1,0.1,0.995,0.0005,-653297,"   Woman  Man
0      2   17"
275,100,20,1,1,64,0.99,1,0.1,0.995,0.001,-799180,"   Woman  Man
0      1   18"
276,100,20,1,1,64,0.99,1,0.001,0.985,0.0005,-682236,"   Woman  Man
0      2   17"
277,100,20,1,1,64,0.99,1,0.001,0.985,0.001,-779400,"   Woman  Man
0      2   17"
278,100,20,1,1,64,0.99,1,0.001,0.995,0.0005,-680216,"   Woman  Man
0      2   17"
279,100,20,1,1,64,0.99,1,0.001,0.995,0.001,-782008,"   Woman  Man
0      1   18"
280,100,20,1,1,64,0.99,0.5,0.1,0.985,0.0005,-664640,"   Woman  Man
0      2   17"
281,100,20,1,1,64,0.99,0.5,0.1,0.985,0.001,-740404,"   Woman  Man
0      2   17"
282,100,20,1,1,64,0.99,0.5,0.1,0.995,0.0005,-674381,"   Woman  Man
0      2   17"
283,100,20,1,1,64,0.99,0.5,0.1,0.995,0.001,-684221,"   Woman  Man
0      2   17"
284,100,20,1,1,64,0.99,0.5,0.001,0.985,0.0005,-692311,"   Woman  Man
0      1   18"
285,100,20,1,1,64,0.99,0.5,0.001,0.985,0.001,-702665,"   Woman  Man
0      2   17"
286,100,20,1,1,64,0.99,0.5,0.001,0.995,0.0005,-726410,"   Woman  Man
0      2   17"
287,100,20,1,1,64,0.99,0.5,0.001,0.995,0.001,-678019,"   Woman  Man
0      2   17"
288,100,50,1,1,16,0.9,1,0.1,0.985,0.0005,-2348207,"   Woman  Man
0      3   39"
289,100,50,1,1,16,0.9,1,0.1,0.985,0.001,-2421210,"   Woman  Man
0      3   39"
290,100,50,1,1,16,0.9,1,0.1,0.995,0.0005,-2323185,"   Woman  Man
0      3   38"
291,100,50,1,1,16,0.9,1,0.1,0.995,0.001,-2576556,"   Woman  Man
0      3   39"
292,100,50,1,1,16,0.9,1,0.001,0.985,0.0005,-2326399,"   Woman  Man
0      3   38"
293,100,50,1,1,16,0.9,1,0.001,0.985,0.001,-2927664,"   Woman  Man
0      2   42"
294,100,50,1,1,16,0.9,1,0.001,0.995,0.0005,-2435694,"   Woman  Man
0      3   39"
295,100,50,1,1,16,0.9,1,0.001,0.995,0.001,-2230632,"   Woman  Man
0      3   38"
296,100,50,1,1,16,0.9,0.5,0.1,0.985,0.0005,-2514271,"   Woman  Man
0      3   39"
297,100,50,1,1,16,0.9,0.5,0.1,0.985,0.001,-2647834,"   Woman  Man
0      3   41"
298,100,50,1,1,16,0.9,0.5,0.1,0.995,0.0005,-2505147,"   Woman  Man
0      3   39"
299,100,50,1,1,16,0.9,0.5,0.1,0.995,0.001,-2338997,"   Woman  Man
0      3   38"
300,100,50,1,1,16,0.9,0.5,0.001,0.985,0.0005,-2390600,"   Woman  Man
0      3   38"
301,100,50,1,1,16,0.9,0.5,0.001,0.985,0.001,-2717309,"   Woman  Man
0      3   41"
302,100,50,1,1,16,0.9,0.5,0.001,0.995,0.0005,-2364467,"   Woman  Man
0      2   39"
303,100,50,1,1,16,0.9,0.5,0.001,0.995,0.001,-2495040,"   Woman  Man
0      3   39"
304,100,50,1,1,16,0.95,1,0.1,0.985,0.0005,-2480141,"   Woman  Man
0      3   39"
305,100,50,1,1,16,0.95,1,0.1,0.985,0.001,-2553181,"   Woman  Man
0      3   40"
306,100,50,1,1,16,0.95,1,0.1,0.995,0.0005,-2496984,"   Woman  Man
0      3   39"
307,100,50,1,1,16,0.95,1,0.1,0.995,0.001,-2648344,"   Woman  Man
0      3   40"
308,100,50,1,1,16,0.95,1,0.001,0.985,0.0005,-2488289,"   Woman  Man
0      2   40"
309,100,50,1,1,16,0.95,1,0.001,0.985,0.001,-2864449,"   Woman  Man
0      3   41"
310,100,50,1,1,16,0.95,1,0.001,0.995,0.0005,-2540223,"   Woman  Man
0      2   40"
311,100,50,1,1,16,0.95,1,0.001,0.995,0.001,-2624833,"   Woman  Man
0      3   40"
312,100,50,1,1,16,0.95,0.5,0.1,0.985,0.0005,-2532629,"   Woman  Man
0      3   39"
313,100,50,1,1,16,0.95,0.5,0.1,0.985,0.001,-2547744,"   Woman  Man
0      3   40"
314,100,50,1,1,16,0.95,0.5,0.1,0.995,0.0005,-2601032,"   Woman  Man
0      3   40"
315,100,50,1,1,16,0.95,0.5,0.1,0.995,0.001,-2468876,"   Woman  Man
0      3   40"
316,100,50,1,1,16,0.95,0.5,0.001,0.985,0.0005,-2307642,"   Woman  Man
0      3   37"
317,100,50,1,1,16,0.95,0.5,0.001,0.985,0.001,-2752164,"   Woman  Man
0      2   40"
318,100,50,1,1,16,0.95,0.5,0.001,0.995,0.0005,-2553888,"   Woman  Man
0      3   40"
319,100,50,1,1,16,0.95,0.5,0.001,0.995,0.001,-2751464,"   Woman  Man
0      3   41"
320,100,50,1,1,16,0.99,1,0.1,0.985,0.0005,-2430971,"   Woman  Man
0      3   38"
321,100,50,1,1,16,0.99,1,0.1,0.985,0.001,-2316887,"   Woman  Man
0      3   38"
322,100,50,1,1,16,0.99,1,0.1,0.995,0.0005,-2628229,"   Woman  Man
0      3   41"
323,100,50,1,1,16,0.99,1,0.1,0.995,0.001,-2513362,"   Woman  Man
0      3   39"
324,100,50,1,1,16,0.99,1,0.001,0.985,0.0005,-2392619,"   Woman  Man
0      3   39"
325,100,50,1,1,16,0.99,1,0.001,0.985,0.001,-2780526,"   Woman  Man
0      3   42"
326,100,50,1,1,16,0.99,1,0.001,0.995,0.0005,-2677375,"   Woman  Man
0      3   41"
327,100,50,1,1,16,0.99,1,0.001,0.995,0.001,-2766631,"   Woman  Man
0      3   41"
328,100,50,1,1,16,0.99,0.5,0.1,0.985,0.0005,-2316353,"   Woman  Man
0      3   38"
329,100,50,1,1,16,0.99,0.5,0.1,0.985,0.001,-2771122,"   Woman  Man
0      3   41"
330,100,50,1,1,16,0.99,0.5,0.1,0.995,0.0005,-2439899,"   Woman  Man
0      3   39"
331,100,50,1,1,16,0.99,0.5,0.1,0.995,0.001,-2863603,"   Woman  Man
0      3   42"
332,100,50,1,1,16,0.99,0.5,0.001,0.985,0.0005,-2434779,"   Woman  Man
0      3   38"
333,100,50,1,1,16,0.99,0.5,0.001,0.985,0.001,-2789959,"   Woman  Man
0      2   41"
334,100,50,1,1,16,0.99,0.5,0.001,0.995,0.0005,-2745012,"   Woman  Man
0      3   41"
335,100,50,1,1,16,0.99,0.5,0.001,0.995,0.001,-2871443,"   Woman  Man
0      3   41"
336,100,50,1,1,32,0.9,1,0.1,0.985,0.0005,-2387086,"   Woman  Man
0      3   39"
337,100,50,1,1,32,0.9,1,0.1,0.985,0.001,-2625170,"   Woman  Man
0      2   41"
338,100,50,1,1,32,0.9,1,0.1,0.995,0.0005,-2545561,"   Woman  Man
0      3   41"
339,100,50,1,1,32,0.9,1,0.1,0.995,0.001,-2526787,"   Woman  Man
0      3   40"
340,100,50,1,1,32,0.9,1,0.001,0.985,0.0005,-2413318,"   Woman  Man
0      3   39"
341,100,50,1,1,32,0.9,1,0.001,0.985,0.001,-2455425,"   Woman  Man
0      3   39"
342,100,50,1,1,32,0.9,1,0.001,0.995,0.0005,-2398278,"   Woman  Man
0      3   39"
343,100,50,1,1,32,0.9,1,0.001,0.995,0.001,-2250721,"   Woman  Man
0      3   38"
344,100,50,1,1,32,0.9,0.5,0.1,0.985,0.0005,-2497351,"   Woman  Man
0      3   40"
345,100,50,1,1,32,0.9,0.5,0.1,0.985,0.001,-2455742,"   Woman  Man
0      3   40"
346,100,50,1,1,32,0.9,0.5,0.1,0.995,0.0005,-2286193,"   Woman  Man
0      3   39"
347,100,50,1,1,32,0.9,0.5,0.1,0.995,0.001,-2362220,"   Woman  Man
0      3   39"
348,100,50,1,1,32,0.9,0.5,0.001,0.985,0.0005,-2233981,"   Woman  Man
0      3   38"
349,100,50,1,1,32,0.9,0.5,0.001,0.985,0.001,-2473444,"   Woman  Man
0      3   40"
350,100,50,1,1,32,0.9,0.5,0.001,0.995,0.0005,-2163601,"   Woman  Man
0      3   37"
351,100,50,1,1,32,0.9,0.5,0.001,0.995,0.001,-2351142,"   Woman  Man
0      3   38"
352,100,50,1,1,32,0.95,1,0.1,0.985,0.0005,-2508846,"   Woman  Man
0      3   40"
353,100,50,1,1,32,0.95,1,0.1,0.985,0.001,-2583619,"   Woman  Man
0      3   40"
354,100,50,1,1,32,0.95,1,0.1,0.995,0.0005,-2378089,"   Woman  Man
0      3   39"
355,100,50,1,1,32,0.95,1,0.1,0.995,0.001,-2523361,"   Woman  Man
0      3   40"
356,100,50,1,1,32,0.95,1,0.001,0.985,0.0005,-2374308,"   Woman  Man
0      3   39"
357,100,50,1,1,32,0.95,1,0.001,0.985,0.001,-2436943,"   Woman  Man
0      3   39"
358,100,50,1,1,32,0.95,1,0.001,0.995,0.0005,-2741895,"   Woman  Man
0      3   42"
359,100,50,1,1,32,0.95,1,0.001,0.995,0.001,-2364849,"   Woman  Man
0      3   39"
360,100,50,1,1,32,0.95,0.5,0.1,0.985,0.0005,-2679633,"   Woman  Man
0      3   41"
361,100,50,1,1,32,0.95,0.5,0.1,0.985,0.001,-2290678,"   Woman  Man
0      3   38"
362,100,50,1,1,32,0.95,0.5,0.1,0.995,0.0005,-2412696,"   Woman  Man
0      3   39"
363,100,50,1,1,32,0.95,0.5,0.1,0.995,0.001,-2500256,"   Woman  Man
0      3   40"
364,100,50,1,1,32,0.95,0.5,0.001,0.985,0.0005,-2125885,"   Woman  Man
0      3   37"
365,100,50,1,1,32,0.95,0.5,0.001,0.985,0.001,-2479045,"   Woman  Man
0      2   40"
366,100,50,1,1,32,0.95,0.5,0.001,0.995,0.0005,-2435897,"   Woman  Man
0      3   39"
367,100,50,1,1,32,0.95,0.5,0.001,0.995,0.001,-2472627,"   Woman  Man
0      3   39"
368,100,50,1,1,32,0.99,1,0.1,0.985,0.0005,-2546772,"   Woman  Man
0      3   39"
369,100,50,1,1,32,0.99,1,0.1,0.985,0.001,-2370207,"   Woman  Man
0      3   38"
370,100,50,1,1,32,0.99,1,0.1,0.995,0.0005,-2632305,"   Woman  Man
0      3   41"
371,100,50,1,1,32,0.99,1,0.1,0.995,0.001,-2445915,"   Woman  Man
0      3   39"
372,100,50,1,1,32,0.99,1,0.001,0.985,0.0005,-2436410,"   Woman  Man
0      3   39"
373,100,50,1,1,32,0.99,1,0.001,0.985,0.001,-2502048,"   Woman  Man
0      3   38"
374,100,50,1,1,32,0.99,1,0.001,0.995,0.0005,-2428386,"   Woman  Man
0      3   39"
375,100,50,1,1,32,0.99,1,0.001,0.995,0.001,-2362234,"   Woman  Man
0      3   39"
376,100,50,1,1,32,0.99,0.5,0.1,0.985,0.0005,-2348100,"   Woman  Man
0      3   38"
377,100,50,1,1,32,0.99,0.5,0.1,0.985,0.001,-2478970,"   Woman  Man
0      3   39"
378,100,50,1,1,32,0.99,0.5,0.1,0.995,0.0005,-2485068,"   Woman  Man
0      3   39"
379,100,50,1,1,32,0.99,0.5,0.1,0.995,0.001,-2731651,"   Woman  Man
0      3   41"
380,100,50,1,1,32,0.99,0.5,0.001,0.985,0.0005,-2256097,"   Woman  Man
0      3   38"
381,100,50,1,1,32,0.99,0.5,0.001,0.985,0.001,-2551750,"   Woman  Man
0      3   40"
382,100,50,1,1,32,0.99,0.5,0.001,0.995,0.0005,-2321865,"   Woman  Man
0      3   38"
383,100,50,1,1,32,0.99,0.5,0.001,0.995,0.001,-2499984,"   Woman  Man
0      3   40"
384,100,50,1,1,64,0.9,1,0.1,0.985,0.0005,-2461059,"   Woman  Man
0      3   40"
385,100,50,1,1,64,0.9,1,0.1,0.985,0.001,-2389923,"   Woman  Man
0      3   39"
386,100,50,1,1,64,0.9,1,0.1,0.995,0.0005,-2309619,"   Woman  Man
0      3   38"
387,100,50,1,1,64,0.9,1,0.1,0.995,0.001,-2587817,"   Woman  Man
0      3   41"
388,100,50,1,1,64,0.9,1,0.001,0.985,0.0005,-2293932,"   Woman  Man
0      3   39"
389,100,50,1,1,64,0.9,1,0.001,0.985,0.001,-2471479,"   Woman  Man
0      3   39"
390,100,50,1,1,64,0.9,1,0.001,0.995,0.0005,-2091992,"   Woman  Man
0      3   37"
391,100,50,1,1,64,0.9,1,0.001,0.995,0.001,-2445648,"   Woman  Man
0      3   39"
392,100,50,1,1,64,0.9,0.5,0.1,0.985,0.0005,-2363893,"   Woman  Man
0      3   39"
393,100,50,1,1,64,0.9,0.5,0.1,0.985,0.001,-2616506,"   Woman  Man
0      3   41"
394,100,50,1,1,64,0.9,0.5,0.1,0.995,0.0005,-2499087,"   Woman  Man
0      3   40"
395,100,50,1,1,64,0.9,0.5,0.1,0.995,0.001,-2589874,"   Woman  Man
0      3   41"
396,100,50,1,1,64,0.9,0.5,0.001,0.985,0.0005,-2560958,"   Woman  Man
0      3   41"
397,100,50,1,1,64,0.9,0.5,0.001,0.985,0.001,-2625979,"   Woman  Man
0      3   41"
398,100,50,1,1,64,0.9,0.5,0.001,0.995,0.0005,-2292725,"   Woman  Man
0      3   39"
399,100,50,1,1,64,0.9,0.5,0.001,0.995,0.001,-2458546,"   Woman  Man
0      3   40"
400,100,50,1,1,64,0.95,1,0.1,0.985,0.0005,-2424827,"   Woman  Man
0      3   39"
401,100,50,1,1,64,0.95,1,0.1,0.985,0.001,-2526513,"   Woman  Man
0      3   39"
402,100,50,1,1,64,0.95,1,0.1,0.995,0.0005,-2392725,"   Woman  Man
0      3   39"
403,100,50,1,1,64,0.95,1,0.1,0.995,0.001,-2203707,"   Woman  Man
0      3   37"
404,100,50,1,1,64,0.95,1,0.001,0.985,0.0005,-2388946,"   Woman  Man
0      3   39"
405,100,50,1,1,64,0.95,1,0.001,0.985,0.001,-2344601,"   Woman  Man
0      3   38"
406,100,50,1,1,64,0.95,1,0.001,0.995,0.0005,-2320376,"   Woman  Man
0      3   38"
407,100,50,1,1,64,0.95,1,0.001,0.995,0.001,-2555086,"   Woman  Man
0      2   41"
408,100,50,1,1,64,0.95,0.5,0.1,0.985,0.0005,-2372412,"   Woman  Man
0      3   39"
409,100,50,1,1,64,0.95,0.5,0.1,0.985,0.001,-2620385,"   Woman  Man
0      3   41"
410,100,50,1,1,64,0.95,0.5,0.1,0.995,0.0005,-2480166,"   Woman  Man
0      3   40"
411,100,50,1,1,64,0.95,0.5,0.1,0.995,0.001,-2608064,"   Woman  Man
0      3   41"
412,100,50,1,1,64,0.95,0.5,0.001,0.985,0.0005,-2310165,"   Woman  Man
0      3   39"
413,100,50,1,1,64,0.95,0.5,0.001,0.985,0.001,-2234462,"   Woman  Man
0      3   37"
414,100,50,1,1,64,0.95,0.5,0.001,0.995,0.0005,-2444563,"   Woman  Man
0      3   39"
415,100,50,1,1,64,0.95,0.5,0.001,0.995,0.001,-2560697,"   Woman  Man
0      3   41"
416,100,50,1,1,64,0.99,1,0.1,0.985,0.0005,-2329367,"   Woman  Man
0      3   38"
417,100,50,1,1,64,0.99,1,0.1,0.985,0.001,-2545842,"   Woman  Man
0      3   40"
418,100,50,1,1,64,0.99,1,0.1,0.995,0.0005,-2466788,"   Woman  Man
0      3   39"
419,100,50,1,1,64,0.99,1,0.1,0.995,0.001,-2461725,"   Woman  Man
0      3   39"
420,100,50,1,1,64,0.99,1,0.001,0.985,0.0005,-2418702,"   Woman  Man
0      3   39"
421,100,50,1,1,64,0.99,1,0.001,0.985,0.001,-2422053,"   Woman  Man
0      3   39"
422,100,50,1,1,64,0.99,1,0.001,0.995,0.0005,-2537714,"   Woman  Man
0      3   40"
423,100,50,1,1,64,0.99,1,0.001,0.995,0.001,-2391949,"   Woman  Man
0      3   39"
424,100,50,1,1,64,0.99,0.5,0.1,0.985,0.0005,-2534988,"   Woman  Man
0      3   40"
425,100,50,1,1,64,0.99,0.5,0.1,0.985,0.001,-2578366,"   Woman  Man
0      2   41"
426,100,50,1,1,64,0.99,0.5,0.1,0.995,0.0005,-2460615,"   Woman  Man
0      2   40"
427,100,50,1,1,64,0.99,0.5,0.1,0.995,0.001,-2380926,"   Woman  Man
0      2   39"
428,100,50,1,1,64,0.99,0.5,0.001,0.985,0.0005,-2296854,"   Woman  Man
0      3   38"
429,100,50,1,1,64,0.99,0.5,0.001,0.985,0.001,-2399549,"   Woman  Man
0      3   38"
430,100,50,1,1,64,0.99,0.5,0.001,0.995,0.0005,-2502306,"   Woman  Man
0      2   40"
431,100,50,1,1,64,0.99,0.5,0.001,0.995,0.001,-2322997,"   Woman  Man
0      3   39"
