,candidates,jobs,data_seed,dqn_seed,batch_size,gamma,epsilon,epsilon_min,epsilon_decay,learning_rate,total_reward,data
632,100,20,1,1,32,0.9,0.5,0.1,0.985,0.0005,-453561.39999999997,parity_data
633,100,20,1,1,32,0.9,0.5,0.1,0.985,0.001,-459608.89999999997,parity_data
634,100,20,1,1,32,0.9,0.5,0.1,0.995,0.0005,-459600.4,parity_data
635,100,20,1,1,32,0.9,0.5,0.1,0.995,0.001,-459608.89999999997,parity_data
636,100,20,1,1,32,0.9,0.5,0.001,0.985,0.0005,-474056.5,parity_data
637,100,20,1,1,32,0.9,0.5,0.001,0.985,0.001,-435493.8,parity_data
638,100,20,1,1,32,0.9,0.5,0.001,0.995,0.0005,-472332.7,parity_data
639,100,20,1,1,32,0.9,0.5,0.001,0.995,0.001,-459608.89999999997,parity_data
640,100,20,1,1,32,0.95,1,0.1,0.985,0.0005,-447629.9,parity_data
641,100,20,1,1,32,0.95,1,0.1,0.985,0.001,-487623.6,parity_data
642,100,20,1,1,32,0.95,1,0.1,0.995,0.0005,-509381.5,parity_data
643,100,20,1,1,32,0.95,1,0.1,0.995,0.001,-437445.89999999997,parity_data
644,100,20,1,1,32,0.95,1,0.001,0.985,0.0005,-523499.1,parity_data
645,100,20,1,1,32,0.95,1,0.001,0.985,0.001,-461295.5,parity_data
646,100,20,1,1,32,0.95,1,0.001,0.995,0.0005,-509784.30000000005,parity_data
647,100,20,1,1,32,0.95,1,0.001,0.995,0.001,-434984.7,parity_data
648,100,20,1,1,32,0.95,0.5,0.1,0.985,0.0005,-519033.5,parity_data
649,100,20,1,1,32,0.95,0.5,0.1,0.985,0.001,-435608.5,parity_data
650,100,20,1,1,32,0.95,0.5,0.1,0.995,0.0005,-429147.60000000003,parity_data
651,100,20,1,1,32,0.95,0.5,0.1,0.995,0.001,-437423.8,parity_data
652,100,20,1,1,32,0.95,0.5,0.001,0.985,0.0005,-455263.2,parity_data
653,100,20,1,1,32,0.95,0.5,0.001,0.985,0.001,-461491.0,parity_data
654,100,20,1,1,32,0.95,0.5,0.001,0.995,0.0005,-454468.5,parity_data
655,100,20,1,1,32,0.95,0.5,0.001,0.995,0.001,-460538.89999999997,parity_data
656,100,20,1,1,32,0.99,1,0.1,0.985,0.0005,-730544.7,parity_data
657,100,20,1,1,32,0.99,1,0.1,0.985,0.001,-542042.2,parity_data
658,100,20,1,1,32,0.99,1,0.1,0.995,0.0005,-539463.0,parity_data
659,100,20,1,1,32,0.99,1,0.1,0.995,0.001,-484130.0,parity_data
660,100,20,1,1,32,0.99,1,0.001,0.985,0.0005,-455115.3,parity_data
661,100,20,1,1,32,0.99,1,0.001,0.985,0.001,-525994.8,parity_data
662,100,20,1,1,32,0.99,1,0.001,0.995,0.0005,-701303.5,parity_data
663,100,20,1,1,32,0.99,1,0.001,0.995,0.001,-439990.89999999997,parity_data
664,100,20,1,1,32,0.99,0.5,0.1,0.985,0.0005,-478637.19999999995,parity_data
665,100,20,1,1,32,0.99,0.5,0.1,0.985,0.001,-444105.3,parity_data
666,100,20,1,1,32,0.99,0.5,0.1,0.995,0.0005,-452965.19999999995,parity_data
667,100,20,1,1,32,0.99,0.5,0.1,0.995,0.001,-442304.7,parity_data
668,100,20,1,1,32,0.99,0.5,0.001,0.985,0.0005,-557454.1,parity_data
669,100,20,1,1,32,0.99,0.5,0.001,0.985,0.001,-473848.9,parity_data
670,100,20,1,1,32,0.99,0.5,0.001,0.995,0.0005,-458250.8,parity_data
671,100,20,1,1,32,0.99,0.5,0.001,0.995,0.001,-490152.3,parity_data
672,100,20,1,1,64,0.9,1,0.1,0.985,0.0005,-467473.9,parity_data
673,100,20,1,1,64,0.9,1,0.1,0.985,0.001,-458995.5,parity_data
674,100,20,1,1,64,0.9,1,0.1,0.995,0.0005,-456260.3,parity_data
675,100,20,1,1,64,0.9,1,0.1,0.995,0.001,-435608.5,parity_data
676,100,20,1,1,64,0.9,1,0.001,0.985,0.0005,-435575.1,parity_data
677,100,20,1,1,64,0.9,1,0.001,0.985,0.001,-435563.8,parity_data
678,100,20,1,1,64,0.9,1,0.001,0.995,0.0005,-461398.89999999997,parity_data
679,100,20,1,1,64,0.9,1,0.001,0.995,0.001,-460516.3,parity_data
680,100,20,1,1,64,0.9,0.5,0.1,0.985,0.0005,-469496.0,parity_data
681,100,20,1,1,64,0.9,0.5,0.1,0.985,0.001,-437445.89999999997,parity_data
682,100,20,1,1,64,0.9,0.5,0.1,0.995,0.0005,-435560.6,parity_data
683,100,20,1,1,64,0.9,0.5,0.1,0.995,0.001,-459631.0,parity_data
684,100,20,1,1,64,0.9,0.5,0.001,0.985,0.0005,-459479.7,parity_data
685,100,20,1,1,64,0.9,0.5,0.001,0.985,0.001,-460516.3,parity_data
686,100,20,1,1,64,0.9,0.5,0.001,0.995,0.0005,-450437.6,parity_data
687,100,20,1,1,64,0.9,0.5,0.001,0.995,0.001,-459608.89999999997,parity_data
688,100,20,1,1,64,0.95,1,0.1,0.985,0.0005,-436843.1,parity_data
689,100,20,1,1,64,0.95,1,0.1,0.985,0.001,-436505.1,parity_data
690,100,20,1,1,64,0.95,1,0.1,0.995,0.0005,-459422.1,parity_data
691,100,20,1,1,64,0.95,1,0.1,0.995,0.001,-435388.6,parity_data
692,100,20,1,1,64,0.95,1,0.001,0.985,0.0005,-481012.4,parity_data
693,100,20,1,1,64,0.95,1,0.001,0.985,0.001,-437423.8,parity_data
694,100,20,1,1,64,0.95,1,0.001,0.995,0.0005,-508199.30000000005,parity_data
695,100,20,1,1,64,0.95,1,0.001,0.995,0.001,-461354.2,parity_data
696,100,20,1,1,64,0.95,0.5,0.1,0.985,0.0005,-471540.1,parity_data
697,100,20,1,1,64,0.95,0.5,0.1,0.985,0.001,-438398.5,parity_data
698,100,20,1,1,64,0.95,0.5,0.1,0.995,0.0005,-497625.9,parity_data
699,100,20,1,1,64,0.95,0.5,0.1,0.995,0.001,-434345.1,parity_data
700,100,20,1,1,64,0.95,0.5,0.001,0.985,0.0005,-505029.1,parity_data
701,100,20,1,1,64,0.95,0.5,0.001,0.985,0.001,-461491.0,parity_data
702,100,20,1,1,64,0.95,0.5,0.001,0.995,0.0005,-477505.6,parity_data
703,100,20,1,1,64,0.95,0.5,0.001,0.995,0.001,-461339.7,parity_data
704,100,20,1,1,64,0.99,1,0.1,0.985,0.0005,-486430.0,parity_data
705,100,20,1,1,64,0.99,1,0.1,0.985,0.001,-450415.5,parity_data
706,100,20,1,1,64,0.99,1,0.1,0.995,0.0005,-500884.60000000003,parity_data
707,100,20,1,1,64,0.99,1,0.1,0.995,0.001,-438162.5,parity_data
708,100,20,1,1,64,0.99,1,0.001,0.985,0.0005,-464488.69999999995,parity_data
709,100,20,1,1,64,0.99,1,0.001,0.985,0.001,-485741.5,parity_data
710,100,20,1,1,64,0.99,1,0.001,0.995,0.0005,-544351.4,parity_data
711,100,20,1,1,64,0.99,1,0.001,0.995,0.001,-488507.69999999995,parity_data
712,100,20,1,1,64,0.99,0.5,0.1,0.985,0.0005,-463331.89999999997,parity_data
713,100,20,1,1,64,0.99,0.5,0.1,0.985,0.001,-477122.0,parity_data
714,100,20,1,1,64,0.99,0.5,0.1,0.995,0.0005,-470461.3,parity_data
715,100,20,1,1,64,0.99,0.5,0.1,0.995,0.001,-435050.6,parity_data
716,100,20,1,1,64,0.99,0.5,0.001,0.985,0.0005,-501902.3,parity_data
717,100,20,1,1,64,0.99,0.5,0.001,0.985,0.001,-431079.7,parity_data
718,100,20,1,1,64,0.99,0.5,0.001,0.995,0.0005,-543043.9,parity_data
719,100,20,1,1,64,0.99,0.5,0.001,0.995,0.001,-466931.8,parity_data
720,100,50,1,1,16,0.9,1,0.1,0.985,0.0005,-1871936.4000000001,parity_data
721,100,50,1,1,16,0.9,1,0.1,0.985,0.001,-2026577.9,parity_data
722,100,50,1,1,16,0.9,1,0.1,0.995,0.0005,-1762267.9,parity_data
723,100,50,1,1,16,0.9,1,0.1,0.995,0.001,-1759405.9,parity_data
724,100,50,1,1,16,0.9,1,0.001,0.985,0.0005,-1809145.1,parity_data
725,100,50,1,1,16,0.9,1,0.001,0.985,0.001,-1844611.2,parity_data
726,100,50,1,1,16,0.9,1,0.001,0.995,0.0005,-1734300.4,parity_data
727,100,50,1,1,16,0.9,1,0.001,0.995,0.001,-1907510.8,parity_data
728,100,50,1,1,16,0.9,0.5,0.1,0.985,0.0005,-1831792.5999999999,parity_data
729,100,50,1,1,16,0.9,0.5,0.1,0.985,0.001,-1682717.0,parity_data
730,100,50,1,1,16,0.9,0.5,0.1,0.995,0.0005,-1777099.0999999999,parity_data
731,100,50,1,1,16,0.9,0.5,0.1,0.995,0.001,-1686740.4,parity_data
732,100,50,1,1,16,0.9,0.5,0.001,0.985,0.0005,-1773821.4000000001,parity_data
733,100,50,1,1,16,0.9,0.5,0.001,0.985,0.001,-1724167.9,parity_data
734,100,50,1,1,16,0.9,0.5,0.001,0.995,0.0005,-1904068.0,parity_data
735,100,50,1,1,16,0.9,0.5,0.001,0.995,0.001,-1612553.7,parity_data
736,100,50,1,1,16,0.95,1,0.1,0.985,0.0005,-1763998.8999999997,parity_data
737,100,50,1,1,16,0.95,1,0.1,0.985,0.001,-1703592.3,parity_data
738,100,50,1,1,16,0.95,1,0.1,0.995,0.0005,-1683559.9000000001,parity_data
739,100,50,1,1,16,0.95,1,0.1,0.995,0.001,-1673057.2,parity_data
740,100,50,1,1,16,0.95,1,0.001,0.985,0.0005,-1785401.0,parity_data
741,100,50,1,1,16,0.95,1,0.001,0.985,0.001,-1817192.7000000002,parity_data
742,100,50,1,1,16,0.95,1,0.001,0.995,0.0005,-1657057.5999999999,parity_data
743,100,50,1,1,16,0.95,1,0.001,0.995,0.001,-1736344.7,parity_data
744,100,50,1,1,16,0.95,0.5,0.1,0.985,0.0005,-1694578.4,parity_data
745,100,50,1,1,16,0.95,0.5,0.1,0.985,0.001,-1675920.7000000002,parity_data
746,100,50,1,1,16,0.95,0.5,0.1,0.995,0.0005,-1783649.4999999998,parity_data
747,100,50,1,1,16,0.95,0.5,0.1,0.995,0.001,-1893774.7,parity_data
748,100,50,1,1,16,0.95,0.5,0.001,0.985,0.0005,-1806655.4,parity_data
749,100,50,1,1,16,0.95,0.5,0.001,0.985,0.001,-2312184.9000000004,parity_data
750,100,50,1,1,16,0.95,0.5,0.001,0.995,0.0005,-1746660.2999999998,parity_data
751,100,50,1,1,16,0.95,0.5,0.001,0.995,0.001,-1624017.8,parity_data
752,100,50,1,1,16,0.99,1,0.1,0.985,0.0005,-2033215.5999999999,parity_data
753,100,50,1,1,16,0.99,1,0.1,0.985,0.001,-1891275.0999999999,parity_data
754,100,50,1,1,16,0.99,1,0.1,0.995,0.0005,-1798600.5999999999,parity_data
755,100,50,1,1,16,0.99,1,0.1,0.995,0.001,-1806469.1,parity_data
756,100,50,1,1,16,0.99,1,0.001,0.985,0.0005,-2121371.5999999996,parity_data
757,100,50,1,1,16,0.99,1,0.001,0.985,0.001,-1757092.9,parity_data
758,100,50,1,1,16,0.99,1,0.001,0.995,0.0005,-1856868.4999999998,parity_data
759,100,50,1,1,16,0.99,1,0.001,0.995,0.001,-1614858.9000000001,parity_data
760,100,50,1,1,16,0.99,0.5,0.1,0.985,0.0005,-1747977.3,parity_data
761,100,50,1,1,16,0.99,0.5,0.1,0.985,0.001,-1984242.6,parity_data
762,100,50,1,1,16,0.99,0.5,0.1,0.995,0.0005,-1746856.0,parity_data
763,100,50,1,1,16,0.99,0.5,0.1,0.995,0.001,-1807400.9000000001,parity_data
764,100,50,1,1,16,0.99,0.5,0.001,0.985,0.0005,-1824700.5999999999,parity_data
765,100,50,1,1,16,0.99,0.5,0.001,0.985,0.001,-1727892.4,parity_data
766,100,50,1,1,16,0.99,0.5,0.001,0.995,0.0005,-1755770.0,parity_data
767,100,50,1,1,16,0.99,0.5,0.001,0.995,0.001,-1841405.2000000002,parity_data
768,100,50,1,1,32,0.9,1,0.1,0.985,0.0005,-1683267.7,parity_data
769,100,50,1,1,32,0.9,1,0.1,0.985,0.001,-1668881.2000000002,parity_data
770,100,50,1,1,32,0.9,1,0.1,0.995,0.0005,-1644959.4,parity_data
771,100,50,1,1,32,0.9,1,0.1,0.995,0.001,-1790561.3,parity_data
772,100,50,1,1,32,0.9,1,0.001,0.985,0.0005,-1779348.4,parity_data
773,100,50,1,1,32,0.9,1,0.001,0.985,0.001,-1887201.8000000003,parity_data
774,100,50,1,1,32,0.9,1,0.001,0.995,0.0005,-1669054.5,parity_data
775,100,50,1,1,32,0.9,1,0.001,0.995,0.001,-1865016.7,parity_data
776,100,50,1,1,32,0.9,0.5,0.1,0.985,0.0005,-1741899.3,parity_data
777,100,50,1,1,32,0.9,0.5,0.1,0.985,0.001,-1647817.7999999998,parity_data
778,100,50,1,1,32,0.9,0.5,0.1,0.995,0.0005,-1774359.7000000002,parity_data
779,100,50,1,1,32,0.9,0.5,0.1,0.995,0.001,-1960909.3,parity_data
780,100,50,1,1,32,0.9,0.5,0.001,0.985,0.0005,-1858655.0,parity_data
781,100,50,1,1,32,0.9,0.5,0.001,0.985,0.001,-1683489.2999999998,parity_data
782,100,50,1,1,32,0.9,0.5,0.001,0.995,0.0005,-1652094.4,parity_data
783,100,50,1,1,32,0.9,0.5,0.001,0.995,0.001,-1813941.0,parity_data
784,100,50,1,1,32,0.95,1,0.1,0.985,0.0005,-1720410.2,parity_data
785,100,50,1,1,32,0.95,1,0.1,0.985,0.001,-1695896.7000000002,parity_data
786,100,50,1,1,32,0.95,1,0.1,0.995,0.0005,-1757864.6,parity_data
787,100,50,1,1,32,0.95,1,0.1,0.995,0.001,-1810585.0999999999,parity_data
788,100,50,1,1,32,0.95,1,0.001,0.985,0.0005,-1724970.0999999999,parity_data
789,100,50,1,1,32,0.95,1,0.001,0.985,0.001,-1691969.7,parity_data
790,100,50,1,1,32,0.95,1,0.001,0.995,0.0005,-1690537.4,parity_data
791,100,50,1,1,32,0.95,1,0.001,0.995,0.001,-1776421.5,parity_data
792,100,50,1,1,32,0.95,0.5,0.1,0.985,0.0005,-1954412.5,parity_data
793,100,50,1,1,32,0.95,0.5,0.1,0.985,0.001,-1649559.2999999998,parity_data
794,100,50,1,1,32,0.95,0.5,0.1,0.995,0.0005,-1802525.2000000002,parity_data
795,100,50,1,1,32,0.95,0.5,0.1,0.995,0.001,-1857896.6,parity_data
796,100,50,1,1,32,0.95,0.5,0.001,0.985,0.0005,-1628790.5,parity_data
797,100,50,1,1,32,0.95,0.5,0.001,0.985,0.001,-1773147.8,parity_data
798,100,50,1,1,32,0.95,0.5,0.001,0.995,0.0005,-1717864.9000000001,parity_data
799,100,50,1,1,32,0.95,0.5,0.001,0.995,0.001,-1875645.9,parity_data
800,100,50,1,1,32,0.99,1,0.1,0.985,0.0005,-1707642.6,parity_data
801,100,50,1,1,32,0.99,1,0.1,0.985,0.001,-1826168.4999999998,parity_data
802,100,50,1,1,32,0.99,1,0.1,0.995,0.0005,-1792486.9000000001,parity_data
803,100,50,1,1,32,0.99,1,0.1,0.995,0.001,-1665908.0,parity_data
804,100,50,1,1,32,0.99,1,0.001,0.985,0.0005,-1693896.4,parity_data
805,100,50,1,1,32,0.99,1,0.001,0.985,0.001,-1684417.6,parity_data
806,100,50,1,1,32,0.99,1,0.001,0.995,0.0005,-1779425.0,parity_data
807,100,50,1,1,32,0.99,1,0.001,0.995,0.001,-1898482.7999999998,parity_data
808,100,50,1,1,32,0.99,0.5,0.1,0.985,0.0005,-1754059.6,parity_data
809,100,50,1,1,32,0.99,0.5,0.1,0.985,0.001,-1778129.7000000002,parity_data
810,100,50,1,1,32,0.99,0.5,0.1,0.995,0.0005,-1880790.2999999998,parity_data
811,100,50,1,1,32,0.99,0.5,0.1,0.995,0.001,-1925586.3,parity_data
812,100,50,1,1,32,0.99,0.5,0.001,0.985,0.0005,-1847253.0,parity_data
813,100,50,1,1,32,0.99,0.5,0.001,0.985,0.001,-1762937.4000000001,parity_data
814,100,50,1,1,32,0.99,0.5,0.001,0.995,0.0005,-1785531.2,parity_data
815,100,50,1,1,32,0.99,0.5,0.001,0.995,0.001,-1727515.2999999998,parity_data
816,100,50,1,1,64,0.9,1,0.1,0.985,0.0005,-1747137.4999999998,parity_data
817,100,50,1,1,64,0.9,1,0.1,0.985,0.001,-1788112.8,parity_data
818,100,50,1,1,64,0.9,1,0.1,0.995,0.0005,-1662276.2,parity_data
819,100,50,1,1,64,0.9,1,0.1,0.995,0.001,-1544677.6,parity_data
820,100,50,1,1,64,0.9,1,0.001,0.985,0.0005,-1849331.0000000002,parity_data
821,100,50,1,1,64,0.9,1,0.001,0.985,0.001,-1637445.7999999998,parity_data
822,100,50,1,1,64,0.9,1,0.001,0.995,0.0005,-1722376.4,parity_data
823,100,50,1,1,64,0.9,1,0.001,0.995,0.001,-1604634.7000000002,parity_data
824,100,50,1,1,64,0.9,0.5,0.1,0.985,0.0005,-1645044.8,parity_data
825,100,50,1,1,64,0.9,0.5,0.1,0.985,0.001,-1718312.6,parity_data
826,100,50,1,1,64,0.9,0.5,0.1,0.995,0.0005,-1709782.8,parity_data
827,100,50,1,1,64,0.9,0.5,0.1,0.995,0.001,-2012211.8999999997,parity_data
828,100,50,1,1,64,0.9,0.5,0.001,0.985,0.0005,-1544402.8000000003,parity_data
829,100,50,1,1,64,0.9,0.5,0.001,0.985,0.001,-1640279.4000000001,parity_data
830,100,50,1,1,64,0.9,0.5,0.001,0.995,0.0005,-1622576.0,parity_data
831,100,50,1,1,64,0.9,0.5,0.001,0.995,0.001,-1679416.1,parity_data
832,100,50,1,1,64,0.95,1,0.1,0.985,0.0005,-1773507.3,parity_data
833,100,50,1,1,64,0.95,1,0.1,0.985,0.001,-1633580.0,parity_data
834,100,50,1,1,64,0.95,1,0.1,0.995,0.0005,-1714798.6,parity_data
835,100,50,1,1,64,0.95,1,0.1,0.995,0.001,-1622975.9000000001,parity_data
836,100,50,1,1,64,0.95,1,0.001,0.985,0.0005,-1872186.3999999997,parity_data
837,100,50,1,1,64,0.95,1,0.001,0.985,0.001,-1664749.6,parity_data
838,100,50,1,1,64,0.95,1,0.001,0.995,0.0005,-1744581.4,parity_data
839,100,50,1,1,64,0.95,1,0.001,0.995,0.001,-1710301.4000000001,parity_data
840,100,50,1,1,64,0.95,0.5,0.1,0.985,0.0005,-1776817.0999999999,parity_data
841,100,50,1,1,64,0.95,0.5,0.1,0.985,0.001,-1702999.0999999999,parity_data
842,100,50,1,1,64,0.95,0.5,0.1,0.995,0.0005,-1724391.1,parity_data
843,100,50,1,1,64,0.95,0.5,0.1,0.995,0.001,-1614740.0,parity_data
844,100,50,1,1,64,0.95,0.5,0.001,0.985,0.0005,-1582629.2,parity_data
845,100,50,1,1,64,0.95,0.5,0.001,0.985,0.001,-1737112.0,parity_data
846,100,50,1,1,64,0.95,0.5,0.001,0.995,0.0005,-1516381.9999999998,parity_data
847,100,50,1,1,64,0.95,0.5,0.001,0.995,0.001,-1669218.5999999999,parity_data
848,100,50,1,1,64,0.99,1,0.1,0.985,0.0005,-1736664.9,parity_data
849,100,50,1,1,64,0.99,1,0.1,0.985,0.001,-1806534.8000000003,parity_data
850,100,50,1,1,64,0.99,1,0.1,0.995,0.0005,-1655378.5999999999,parity_data
851,100,50,1,1,64,0.99,1,0.1,0.995,0.001,-1662417.0,parity_data
852,100,50,1,1,64,0.99,1,0.001,0.985,0.0005,-1650080.0,parity_data
853,100,50,1,1,64,0.99,1,0.001,0.985,0.001,-1698288.5,parity_data
854,100,50,1,1,64,0.99,1,0.001,0.995,0.0005,-1710594.0999999999,parity_data
855,100,50,1,1,64,0.99,1,0.001,0.995,0.001,-1618321.9,parity_data
856,100,50,1,1,64,0.99,0.5,0.1,0.985,0.0005,-1831460.0000000002,parity_data
857,100,50,1,1,64,0.99,0.5,0.1,0.985,0.001,-1806697.0,parity_data
858,100,50,1,1,64,0.99,0.5,0.1,0.995,0.0005,-1764802.5,parity_data
859,100,50,1,1,64,0.99,0.5,0.1,0.995,0.001,-1804861.2,parity_data
860,100,50,1,1,64,0.99,0.5,0.001,0.985,0.0005,-1682439.3,parity_data
861,100,50,1,1,64,0.99,0.5,0.001,0.985,0.001,-1893003.1,parity_data
862,100,50,1,1,64,0.99,0.5,0.001,0.995,0.0005,-1791123.3,parity_data
863,100,50,1,1,64,0.99,0.5,0.001,0.995,0.001,-1768861.4,parity_data
864,100,10,1,1,16,0.9,1,0.1,0.985,0.0005,-180634.3,proportional_data
865,100,10,1,1,16,0.9,1,0.1,0.985,0.001,-178413.4,proportional_data
866,100,10,1,1,16,0.9,1,0.1,0.995,0.0005,-180242.7,proportional_data
867,100,10,1,1,16,0.9,1,0.1,0.995,0.001,-178242.7,proportional_data
868,100,10,1,1,16,0.9,1,0.001,0.985,0.0005,-218908.3,proportional_data
869,100,10,1,1,16,0.9,1,0.001,0.985,0.001,-178447.8,proportional_data
870,100,10,1,1,16,0.9,1,0.001,0.995,0.0005,-181144.0,proportional_data
871,100,10,1,1,16,0.9,1,0.001,0.995,0.001,-177968.8,proportional_data
872,100,10,1,1,16,0.9,0.5,0.1,0.985,0.0005,-178003.2,proportional_data
873,100,10,1,1,16,0.9,0.5,0.1,0.985,0.001,-178447.8,proportional_data
874,100,10,1,1,16,0.9,0.5,0.1,0.995,0.0005,-163705.7,proportional_data
875,100,10,1,1,16,0.9,0.5,0.1,0.995,0.001,-178447.8,proportional_data
876,100,10,1,1,16,0.9,0.5,0.001,0.985,0.0005,-180173.9,proportional_data
877,100,10,1,1,16,0.9,0.5,0.001,0.985,0.001,-181288.7,proportional_data
878,100,10,1,1,16,0.9,0.5,0.001,0.995,0.0005,-178113.5,proportional_data
879,100,10,1,1,16,0.9,0.5,0.001,0.995,0.001,-209578.2,proportional_data
880,100,10,1,1,16,0.95,1,0.1,0.985,0.0005,-180293.7,proportional_data
881,100,10,1,1,16,0.95,1,0.1,0.985,0.001,-178242.7,proportional_data
882,100,10,1,1,16,0.95,1,0.1,0.995,0.0005,-177483.5,proportional_data
883,100,10,1,1,16,0.95,1,0.1,0.995,0.001,-163324.90000000002,proportional_data
884,100,10,1,1,16,0.95,1,0.001,0.985,0.0005,-224270.8,proportional_data
885,100,10,1,1,16,0.95,1,0.001,0.985,0.001,-178242.7,proportional_data
886,100,10,1,1,16,0.95,1,0.001,0.995,0.0005,-232372.5,proportional_data
887,100,10,1,1,16,0.95,1,0.001,0.995,0.001,-218320.8,proportional_data
888,100,10,1,1,16,0.95,0.5,0.1,0.985,0.0005,-177628.2,proportional_data
889,100,10,1,1,16,0.95,0.5,0.1,0.985,0.001,-162980.90000000002,proportional_data
890,100,10,1,1,16,0.95,0.5,0.1,0.995,0.0005,-177483.5,proportional_data
891,100,10,1,1,16,0.95,0.5,0.1,0.995,0.001,-176963.8,proportional_data
892,100,10,1,1,16,0.95,0.5,0.001,0.985,0.0005,-182048.4,proportional_data
893,100,10,1,1,16,0.95,0.5,0.001,0.985,0.001,-180872.7,proportional_data
894,100,10,1,1,16,0.95,0.5,0.001,0.995,0.0005,-194000.5,proportional_data
895,100,10,1,1,16,0.95,0.5,0.001,0.995,0.001,-167927.6,proportional_data
896,100,10,1,1,16,0.99,1,0.1,0.985,0.0005,-180779.0,proportional_data
897,100,10,1,1,16,0.99,1,0.1,0.985,0.001,-162980.90000000002,proportional_data
898,100,10,1,1,16,0.99,1,0.1,0.995,0.0005,-165404.5,proportional_data
899,100,10,1,1,16,0.99,1,0.1,0.995,0.001,-184890.0,proportional_data
900,100,10,1,1,16,0.99,1,0.001,0.985,0.0005,-227040.2,proportional_data
901,100,10,1,1,16,0.99,1,0.001,0.985,0.001,-163466.2,proportional_data
902,100,10,1,1,16,0.99,1,0.001,0.995,0.0005,-180127.1,proportional_data
903,100,10,1,1,16,0.99,1,0.001,0.995,0.001,-164474.6,proportional_data
904,100,10,1,1,16,0.99,0.5,0.1,0.985,0.0005,-182054.2,proportional_data
905,100,10,1,1,16,0.99,0.5,0.1,0.985,0.001,-166812.3,proportional_data
906,100,10,1,1,16,0.99,0.5,0.1,0.995,0.0005,-181358.0,proportional_data
907,100,10,1,1,16,0.99,0.5,0.1,0.995,0.001,-162980.90000000002,proportional_data
908,100,10,1,1,16,0.99,0.5,0.001,0.985,0.0005,-185785.0,proportional_data
909,100,10,1,1,16,0.99,0.5,0.001,0.985,0.001,-165719.10000000003,proportional_data
910,100,10,1,1,16,0.99,0.5,0.001,0.995,0.0005,-169282.40000000002,proportional_data
911,100,10,1,1,16,0.99,0.5,0.001,0.995,0.001,-182046.0,proportional_data
912,100,10,1,1,32,0.9,1,0.1,0.985,0.0005,-167786.3,proportional_data
913,100,10,1,1,32,0.9,1,0.1,0.985,0.001,-232758.9,proportional_data
914,100,10,1,1,32,0.9,1,0.1,0.995,0.0005,-178998.2,proportional_data
915,100,10,1,1,32,0.9,1,0.1,0.995,0.001,-232176.0,proportional_data
916,100,10,1,1,32,0.9,1,0.001,0.985,0.0005,-179968.8,proportional_data
917,100,10,1,1,32,0.9,1,0.001,0.985,0.001,-177203.3,proportional_data
918,100,10,1,1,32,0.9,1,0.001,0.995,0.0005,-177483.5,proportional_data
919,100,10,1,1,32,0.9,1,0.001,0.995,0.001,-177694.40000000002,proportional_data
920,100,10,1,1,32,0.9,0.5,0.1,0.985,0.0005,-178242.7,proportional_data
921,100,10,1,1,32,0.9,0.5,0.1,0.985,0.001,-179144.0,proportional_data
922,100,10,1,1,32,0.9,0.5,0.1,0.995,0.0005,-179723.0,proportional_data
923,100,10,1,1,32,0.9,0.5,0.1,0.995,0.001,-178558.09999999998,proportional_data
924,100,10,1,1,32,0.9,0.5,0.001,0.985,0.0005,-179581.8,proportional_data
925,100,10,1,1,32,0.9,0.5,0.001,0.985,0.001,-178733.8,proportional_data
926,100,10,1,1,32,0.9,0.5,0.001,0.995,0.0005,-181077.8,proportional_data
927,100,10,1,1,32,0.9,0.5,0.001,0.995,0.001,-180447.8,proportional_data
928,100,10,1,1,32,0.95,1,0.1,0.985,0.0005,-165060.5,proportional_data
929,100,10,1,1,32,0.95,1,0.1,0.985,0.001,-163324.90000000002,proportional_data
930,100,10,1,1,32,0.95,1,0.1,0.995,0.0005,-164335.7,proportional_data
931,100,10,1,1,32,0.95,1,0.1,0.995,0.001,-178447.8,proportional_data
932,100,10,1,1,32,0.95,1,0.001,0.985,0.0005,-213102.3,proportional_data
933,100,10,1,1,32,0.95,1,0.001,0.985,0.001,-178173.9,proportional_data
934,100,10,1,1,32,0.95,1,0.001,0.995,0.0005,-179323.59999999998,proportional_data
935,100,10,1,1,32,0.95,1,0.001,0.995,0.001,-177833.3,proportional_data
936,100,10,1,1,32,0.95,0.5,0.1,0.985,0.0005,-178516.40000000002,proportional_data
937,100,10,1,1,32,0.95,0.5,0.1,0.985,0.001,-164323.90000000002,proportional_data
938,100,10,1,1,32,0.95,0.5,0.1,0.995,0.0005,-179968.8,proportional_data
939,100,10,1,1,32,0.95,0.5,0.1,0.995,0.001,-177723.0,proportional_data
940,100,10,1,1,32,0.95,0.5,0.001,0.985,0.0005,-178983.0,proportional_data
941,100,10,1,1,32,0.95,0.5,0.001,0.985,0.001,-178904.5,proportional_data
942,100,10,1,1,32,0.95,0.5,0.001,0.995,0.0005,-180258.2,proportional_data
943,100,10,1,1,32,0.95,0.5,0.001,0.995,0.001,-163943.1,proportional_data
944,100,10,1,1,32,0.99,1,0.1,0.985,0.0005,-211012.69999999998,proportional_data
945,100,10,1,1,32,0.99,1,0.1,0.985,0.001,-178413.4,proportional_data
946,100,10,1,1,32,0.99,1,0.1,0.995,0.0005,-178353.0,proportional_data
947,100,10,1,1,32,0.99,1,0.1,0.995,0.001,-163324.90000000002,proportional_data
