,10,20,50
237,666830912.0,1351575808.0,6.556722500279992e+17
238,308341376.0,1327015808.0,6.249621343499715e+17
239,350493696.0,1277222656.0,3.9621787988158054e+17
240,1013014208.0,1869725312.0,1.326356682065838e+18
241,278764608.0,2003271936.0,1.4107874927679898e+18
242,610393536.0,1591156992.0,7.981282750575411e+17
243,355079072.0,1245114240.0,9.603359956879278e+17
244,86620360.0,1161916416.0,1.0356893758301143e+18
245,563150336.0,871675008.0,8.65826374210814e+17
246,1000827520.0,1411436032.0,8.936345351057572e+17
247,490145984.0,1613566080.0,1.4100123370704077e+18
248,114856472.0,676769984.0,7.33315431854506e+17
249,364576576.0,491672992.0,8.985995172999332e+17
250,535077696.0,1501141120.0,9.976321172968571e+17
251,992224000.0,1452842368.0,5.954719955424379e+17
252,310406848.0,571695104.0,1.4453026745923666e+18
253,157070656.0,603043392.0,7.561173101497549e+17
254,54400464.0,611902784.0,7.598902155809915e+17
255,516470048.0,1011337472.0,1.6352600758429942e+18
256,469212864.0,2822339840.0,9.59190373291262e+17
257,294827840.0,1224567936.0,2.1096177044899758e+18
258,308920992.0,1930025856.0,1.3469289569383875e+18
259,16830810.0,2420392704.0,1.5771154270650368e+18
260,159792608.0,1211649280.0,1.3905413605320294e+18
261,213412864.0,755362560.0,1.0660413943148708e+18
262,336906368.0,858252096.0,1.7499255321636372e+18
263,146578672.0,839586496.0,1.331000744303657e+18
264,479364864.0,1202801792.0,9.000501854538301e+17
265,595413824.0,1201306880.0,1.4584216350181294e+18
266,483587744.0,2692816384.0,1.7492574414108099e+18
267,386375424.0,1280599552.0,2.3600744961083965e+18
268,125196968.0,1920871296.0,6.513414798846198e+17
269,70881888.0,1005197824.0,2.8823977697612923e+18
270,370246624.0,858349120.0,7.029845789685842e+17
271,292963040.0,773934080.0,1.4880380802239037e+18
272,245370080.0,2381038080.0,7.933240277194506e+17
273,124560288.0,2690044416.0,1.8312260332615107e+18
274,190553056.0,931496704.0,1.27326621336286e+18
